id,customer_id,store_id,type,amount,customer_first_name,customer_last_name,phone_number,address,timestamp
64,,,,,Kathleen,Ellis,3324102014,Hicksview,
64,,,,,Stephen,Warren,3321499457,Clayview,
64,,,,,Stephen,Warren,3321499457,Clayview,
65,,,,,Xavier,King,4388676927,Allenton,
65,,,,,Xavier,King,4388676927,Allenton,
67,,,,,Alicia,Griffith,3992298565,Erikville,
67,,,,,Alicia,Griffith,3992298565,Erikville,
67,,,,,Christopher,Evans,6598436121,Allenton,
67,,,,,Christopher,Evans,6598436121,Allenton,
67,,,,,Crystal,Johnson,8734930283,Port Benjaminfurt,
67,,,,,Crystal,Johnson,8734930283,Port Benjaminfurt,
68,,,,,Steven,Lynch,0302536566,Veronicaton,
68,,,,,Steven,Lynch,0302536566,Veronicaton,
69,,,,,Michael,Lee,1176221230,Erikville,
69,,,,,Michael,Lee,1176221230,Erikville,
71,250,,,$513.64,,,,,2022-10-03 05:45:32
74,289,,,$75.58,,,,,2022-10-01 15:09:05
58,,16,,"$51,823.56",Shane,Rivera,,,2022-09-29T03:43:12
60,,11,,"$32,542.24",David,Wilson,,,2022-09-29T01:23:44
65,,18,,"$2,466.12",Ivan,White,,,2022-10-01T13:48:25
65,,8,,$4.81,Corey,Little,,,2022-10-01T18:15:42
69,,10,,$6.01,Alyssa,Allen,,,2022-10-03T08:45:41
73,,9,,"$2,637.67",Kayla,King,,,2022-10-01T11:39:47
73,,,1,"$38,079.61",Katherine,Jones,,,2022-10-01T05:29:03
75,358,,,$287.98,Melissa,Yang,6018328573,Clayview,2022-10-01 02:27:50
75,358,,,$287.98,Melissa,Yang,6018328573,Clayview,2022-10-01 02:27:50
78,753,,,$889.83,,,,,2022-09-30 23:21:35
79,,,,,Scott,Jennings,4464141359,Port Benjaminfurt,
79,,,,,Scott,Jennings,4464141359,Port Benjaminfurt,
80,,,,,Joseph,Ramirez,3336304838,Port Benjaminfurt,
80,,,,,Joseph,Ramirez,3336304838,Port Benjaminfurt,
81,,,,,Brenda,Baldwin,6194911220,Erikville,
81,,,,,Brenda,Baldwin,6194911220,Erikville,
81,,,,,Rhonda,Morris,2799277719,New Marthaborough,
81,,,,,Rhonda,Morris,2799277719,New Marthaborough,
82,,,,,Shawn,Rogers,0628636744,Lake Karina,
82,,,,,Shawn,Rogers,0628636744,Lake Karina,
83,,,,,Andrew,Davidson,6015626330,Brownchester,
83,,,,,Andrew,Davidson,6015626330,Brownchester,
85,,,,,Timothy,Sanchez,1439319655,Lake Karina,
85,,,,,Timothy,Sanchez,1439319655,Lake Karina,
86,,,,,Dean,Campbell,4955757340,Edwardsburgh,
86,,,,,Dean,Campbell,4955757340,Edwardsburgh,
86,,,,,Patricia,Lopez,2017233019,Veronicaton,
86,,,,,Patricia,Lopez,2017233019,Veronicaton,
87,,,,,Alexander,Miller,1410668952,Erikville,
87,,,,,Alexander,Miller,1410668952,Erikville,
88,462,,,$618.51,,,,,2022-10-01 01:55:42
90,,,,,Danielle,Cooper,3484605753,Robertland,
90,,,,,Danielle,Cooper,3484605753,Robertland,
90,,,,,Robert,Hernandez,7279003744,Port Loriview,
90,,,,,Robert,Hernandez,7279003744,Port Loriview,
91,,,,,Gary,Torres,5717502639,Port Benjaminfurt,
91,,,,,Gary,Torres,5717502639,Port Benjaminfurt,
93,,,,,Megan,Miller,0567408399,Allenton,
93,,,,,Megan,Miller,0567408399,Allenton,
78,,3,,$21.33,John,Bean,,,2022-09-29T21:26:58
82,,3,,$42.60,Larry,Fernandez,,,2022-10-01T12:51:42
86,,18,,"$5,278.52",Justin,Wood,,,2022-10-03T09:40:56
88,,19,,"$73,829.56",Jordan,Jones,,,2022-09-30T08:56:52
89,,13,,$7.96,Carrie,White,,,2022-09-30T15:39:00
90,,,1,"$16,705.29",Sierra,Shelton,,,2022-10-03T10:26:23
93,,16,,$560.03,Barbara,Kramer,,,2022-09-30T07:28:50
93,,,1,"$64,421.67",Beth,Leon,,,2022-10-02T04:28:58
94,293,,,$5.51,Christopher,Harrington,9104624716,Clayview,2022-09-30 23:35:06
94,293,,,$5.51,Christopher,Harrington,9104624716,Clayview,2022-09-30 23:35:06
99,,,,,Brandon,Valencia,1463214911,Port Benjaminfurt,
99,,,,,Brandon,Valencia,1463214911,Port Benjaminfurt,
99,,,,,Heidi,Robinson,4892701335,Melissafurt,
99,,,,,Heidi,Robinson,4892701335,Melissafurt,
99,,,,,Jennifer,Harris,0201329279,Port Loriview,
99,,,,,Jennifer,Harris,0201329279,Port Loriview,
95,,13,,$862.49,Angel,Cabrera,,,2022-09-29T14:48:39
96,,,0,"$4,430.74",Ernest,Rodriguez,,,2022-10-02T08:28:47
98,,,0,$765.60,Vanessa,Crawford,,,2022-10-02T20:17:49
99,,4,,"$8,195.50",Sydney,Cortez,,,2022-09-30T17:46:06
100,360,,,$309.26,James,Johnson,4648983930,Melissafurt,2022-10-01 07:54:12
100,360,,,$309.26,James,Johnson,4648983930,Melissafurt,2022-10-01 07:54:12
100,360,,,$309.26,Sean,Romero,2613248986,Hicksview,2022-10-01 07:54:12
100,360,,,$309.26,Sean,Romero,2613248986,Hicksview,2022-10-01 07:54:12
101,,,,,Kathryn,Burns,5644166550,Hicksview,
101,,,,,Kathryn,Burns,5644166550,Hicksview,
101,,,,,Nicole,Meyer,9584139889,Averymouth,
101,,,,,Nicole,Meyer,9584139889,Averymouth,
105,,,,,Karen,Lewis,3560857243,Smithberg,
105,,,,,Karen,Lewis,3560857243,Smithberg,
105,,,,,Lisa,Weeks,0128488563,Robertland,
105,,,,,Lisa,Weeks,0128488563,Robertland,
106,644,,,"$7,543.87",,,,,2022-10-02 09:23:36
109,,,,,Anthony,Newton,0940016697,Melissafurt,
109,,,,,Anthony,Newton,0940016697,Melissafurt,
109,,,,,Danielle,Bailey,2785428171,Lake Jamesville,
109,,,,,Danielle,Bailey,2785428171,Lake Jamesville,
109,,,,,Samantha,Jenkins,8303251284,Erikville,
109,,,,,Samantha,Jenkins,8303251284,Erikville,
111,,,,,Jeremy,Fisher,1735214946,New Marthaborough,
111,,,,,Jeremy,Fisher,1735214946,New Marthaborough,
113,,,,,Kyle,Schwartz,9765245261,Port Benjaminfurt,
113,,,,,Kyle,Schwartz,9765245261,Port Benjaminfurt,
113,,,,,Vincent,Green,1241766638,Clayview,
113,,,,,Vincent,Green,1241766638,Clayview,
114,,,,,Robin,Gomez,1831159242,Erikville,
114,,,,,Robin,Gomez,1831159242,Erikville,
116,,,,,Amanda,Parker,8102199520,New Marthaborough,
116,,,,,Amanda,Parker,8102199520,New Marthaborough,
116,,,,,Nathan,Reynolds,2348513317,Allenton,
116,,,,,Nathan,Reynolds,2348513317,Allenton,
117,123,,,$67.56,,,,,2022-09-30 16:09:27
118,,,,,Margaret,Gomez,0398936859,Michelleburgh,
118,,,,,Margaret,Gomez,0398936859,Michelleburgh,
119,,,,,Cheryl,Stevens,1681222859,Edwardsburgh,
119,,,,,Cheryl,Stevens,1681222859,Edwardsburgh,
119,,,,,Peter,Williams,3212260756,Melissafurt,
119,,,,,Peter,Williams,3212260756,Melissafurt,
120,,,,,Justin,Glass,4216992652,Robertland,
120,,,,,Justin,Glass,4216992652,Robertland,
100,,12,,"$39,813.46",Courtney,Riley,,,2022-09-29T11:24:29
103,,20,,"$82,744.08",Kevin,Riley,,,2022-09-30T02:24:19
106,,7,,$3.53,Kathy,Peterson,,,2022-09-30T02:44:52
108,,,1,$897.51,Maria,Erickson,,,2022-10-01T01:35:52
113,,,0,"$6,530.78",Justin,Hickman,,,2022-09-30T12:17:59
115,,,0,"$5,073.80",Christopher,Harris,,,2022-10-01T01:03:20
119,,19,,"$13,756.57",Barry,Martinez,,,2022-09-30T17:38:46
122,313,,,$12.51,John,Adams,1079771203,Lanefurt,2022-10-01 12:51:34
122,313,,,$12.51,John,Adams,1079771203,Lanefurt,2022-10-01 12:51:34
123,,,,,Joshua,Hart,3521452678,Michelleburgh,
123,,,,,Joshua,Hart,3521452678,Michelleburgh,
124,,,,,Amber,Franco,1133426407,Michelleburgh,
124,,,,,Amber,Franco,1133426407,Michelleburgh,
125,,,,,Christopher,Lowe,2208743500,Brownchester,
125,,,,,Christopher,Lowe,2208743500,Brownchester,
126,,,,,Megan,Garza,7293237610,Lake Jamesville,
126,,,,,Megan,Garza,7293237610,Lake Jamesville,
122,,5,,"$8,203.76",Kelly,Fitzgerald,,,2022-10-01T04:06:54
125,,11,,$285.65,Angela,Jackson,,,2022-10-03T05:57:36
126,,2,,$454.02,Nicole,Rios,,,2022-10-02T14:06:25
127,53,,,"$9,117.86",Billy,Bowman,5102510533,Brownchester,2022-10-01 05:31:38
127,53,,,"$9,117.86",Billy,Bowman,5102510533,Brownchester,2022-10-01 05:31:38
129,,15,,$2.76,Mrs.,Wagner,,,2022-09-30T20:25:42
129,202,,,"$59,097.61",Jessica,Carlson,6687852770,Hicksview,2022-10-01 08:47:04
129,202,,,"$59,097.61",Jessica,Carlson,6687852770,Hicksview,2022-10-01 08:47:04
130,,,,,Dawn,Lewis,4740404106,Hicksview,
130,,,,,Dawn,Lewis,4740404106,Hicksview,
130,,,,,Donna,Key,0277987893,Lake Karina,
130,,,,,Donna,Key,0277987893,Lake Karina,
131,,,,,Rebecca,Jensen,6410892086,Port Benjaminfurt,
131,,,,,Rebecca,Jensen,6410892086,Port Benjaminfurt,
132,,,,,David,Nunez,4516601226,Grahamstad,
132,,,,,David,Nunez,4516601226,Grahamstad,
132,,,,,Patricia,Rodriguez,7314060165,Lake Jamesville,
132,,,,,Patricia,Rodriguez,7314060165,Lake Jamesville,
133,,,,,April,Medina,2762683538,Smithberg,
133,,,,,April,Medina,2762683538,Smithberg,
134,,,,,Shawn,Walters,6591235283,Clayview,
134,,,,,Shawn,Walters,6591235283,Clayview,
136,,,,,Donna,Long,7798659207,Allenton,
136,,,,,Donna,Long,7798659207,Allenton,
136,,,,,Thomas,Chandler,6912422111,Grahamstad,
136,,,,,Thomas,Chandler,6912422111,Grahamstad,
137,,,,,Maurice,Hicks,7453824692,Erikville,
137,,,,,Maurice,Hicks,7453824692,Erikville,
138,,,,,Adam,Richardson,9983374409,Erikville,
138,,,,,Adam,Richardson,9983374409,Erikville,
138,,,,,Brent,Tanner,1021104083,Veronicaton,
138,,,,,Brent,Tanner,1021104083,Veronicaton,
139,,,,,Laura,Zhang,8618457706,Melissafurt,
139,,,,,Laura,Zhang,8618457706,Melissafurt,
140,,,,,Timothy,Aguirre,6954572073,Smithberg,
140,,,,,Timothy,Aguirre,6954572073,Smithberg,
141,,,,,Tammy,Gregory,4585172503,Allenton,
141,,,,,Tammy,Gregory,4585172503,Allenton,
142,386,,,$3.95,,,,,2022-10-03 04:25:02
143,,,,,Isabel,Arnold,4188996520,New Marthaborough,
143,,,,,Isabel,Arnold,4188996520,New Marthaborough,
144,,,,,Johnny,Hunter,1628556154,Veronicaton,
144,,,,,Johnny,Hunter,1628556154,Veronicaton,
144,,,,,Michael,York,9548498560,Smithberg,
144,,,,,Michael,York,9548498560,Smithberg,
147,,,,,Julian,Reilly,7439851100,Port Benjaminfurt,
147,,,,,Julian,Reilly,7439851100,Port Benjaminfurt,
148,,,,,Todd,Wilson,3284079194,Brownchester,
148,,,,,Todd,Wilson,3284079194,Brownchester,
149,,,,,Brandon,Dorsey,3310453657,Edwardsburgh,
149,,,,,Brandon,Dorsey,3310453657,Edwardsburgh,
150,,,,,Kathleen,Williams,9846264621,Clayview,
150,,,,,Kathleen,Williams,9846264621,Clayview,
151,,,,,Kenneth,Harris,6760626540,Clayview,
151,,,,,Kenneth,Harris,6760626540,Clayview,
130,,10,,"$9,816.96",Lisa,Davis,,,2022-09-29T23:58:33
133,,,1,$104.70,John,Gonzalez,,,2022-10-03T06:11:36
137,,,0,$34.34,Dawn,Tucker,,,2022-10-01T23:16:40
138,,,1,"$2,353.02",Mary,Blanchard,,,2022-10-01T18:55:37
139,,6,,"$1,408.73",Tyrone,Barber,,,2022-10-01T07:55:54
141,,2,,$4.02,Barbara,Martin,,,2022-10-01T03:20:38
144,,2,,$777.61,John,Brown,,,2022-10-02T23:25:19
146,,15,,"$24,712.63",Lorraine,Miller,,,2022-09-30T02:21:23
149,,,1,$895.46,Stephen,Daniels,,,2022-10-01T08:08:07
151,,7,,$56.83,Michael,Obrien,,,2022-09-27T23:12:57
151,,,1,"$7,372.87",Michael,Barnes,,,2022-10-03T00:05:31
152,498,,,$795.57,Angela,Gomez,6490792182,Robertland,2022-10-03 10:34:59
152,498,,,$795.57,Angela,Gomez,6490792182,Robertland,2022-10-03 10:34:59
153,,,,,Eric,Ewing,0319457199,Port Loriview,
153,,,,,Eric,Ewing,0319457199,Port Loriview,
159,,,,,Lisa,Henderson,1687940738,Smithberg,
159,,,,,Lisa,Henderson,1687940738,Smithberg,
159,,,,,Luke,Rodriguez,8906942686,Erikville,
159,,,,,Luke,Rodriguez,8906942686,Erikville,
159,,,,,Monique,Wilcox,2731740498,Clayview,
159,,,,,Monique,Wilcox,2731740498,Clayview,
160,,,,,Kendra,Simmons,6108029408,Erikville,
160,,,,,Kendra,Simmons,6108029408,Erikville,
160,,,,,Steven,Castro,6157450561,Grahamstad,
160,,,,,Steven,Castro,6157450561,Grahamstad,
161,,,,,Richard,Williams,9640273822,Allenton,
161,,,,,Richard,Williams,9640273822,Allenton,
163,,,,,Cheryl,Johnson,4771679252,Lake Jamesville,
163,,,,,Cheryl,Johnson,4771679252,Lake Jamesville,
164,,,,,Carrie,Wilson,2786058626,West Nichole,
164,,,,,Carrie,Wilson,2786058626,West Nichole,
165,,,,,Sarah,Higgins,6559020307,Michelleburgh,
165,,,,,Sarah,Higgins,6559020307,Michelleburgh,
167,,,,,Andrew,Murillo,9791398896,Lanefurt,
167,,,,,Andrew,Murillo,9791398896,Lanefurt,
169,,,,,Cristian,Holmes,4547930266,Lanefurt,
169,,,,,Cristian,Holmes,4547930266,Lanefurt,
169,,,,,Daniel,Curry,6629414918,Robertland,
169,,,,,Daniel,Curry,6629414918,Robertland,
169,,,,,Jane,Benitez,2855516544,Melissafurt,
169,,,,,Jane,Benitez,2855516544,Melissafurt,
169,,,,,Jeffrey,Johnson,1257759371,Edwardsburgh,
169,,,,,Jeffrey,Johnson,1257759371,Edwardsburgh,
172,,,,,Ariana,Walters,3948743355,Smithberg,
172,,,,,Ariana,Walters,3948743355,Smithberg,
172,,,,,Stephanie,Nielsen,2299096306,New Marthaborough,
172,,,,,Stephanie,Nielsen,2299096306,New Marthaborough,
172,,,,,Yvette,Walker,3662741349,Clayview,
172,,,,,Yvette,Walker,3662741349,Clayview,
174,,,,,Mary,Morrison,0548906215,Smithberg,
174,,,,,Mary,Morrison,0548906215,Smithberg,
154,,,0,$243.91,Alexander,Hill,,,2022-10-02T21:07:19
154,,5,,$5.69,James,Berry,,,2022-09-29T04:09:04
155,,18,,$304.62,Steven,Mcmillan,,,2022-09-29T09:07:11
155,,3,,"$91,667.09",Natalie,Zimmerman,,,2022-10-01T08:03:20
160,,17,,$79.29,Joshua,Harper,,,2022-09-28T20:21:26
161,,,1,"$4,018.76",Martha,Glass,,,2022-10-03T10:08:58
165,,,1,"$66,604.77",Jose,Collins,,,2022-10-02T07:52:13
170,,19,,"$51,847.58",Nicole,Cochran,,,2022-09-30T17:11:40
172,,14,,$81.52,Kristie,Thomas,,,2022-10-03T06:47:31
173,,,1,"$4,294.05",Jessica,Hooper,,,2022-10-01T11:08:46
175,877,,,"$4,116.77",Dawn,Pace,0664126343,Lake Jamesville,2022-10-02 20:02:06
175,877,,,"$4,116.77",Dawn,Pace,0664126343,Lake Jamesville,2022-10-02 20:02:06
175,877,,,"$4,116.77",Ronald,Patterson,9044206846,Veronicaton,2022-10-02 20:02:06
175,877,,,"$4,116.77",Ronald,Patterson,9044206846,Veronicaton,2022-10-02 20:02:06
177,,,,,Gina,Williams,0051764355,Edwardsburgh,
177,,,,,Gina,Williams,0051764355,Edwardsburgh,
178,,,,,Timothy,Perkins,0840087622,Grahamstad,
178,,,,,Timothy,Perkins,0840087622,Grahamstad,
179,,,,,Jason,Jenkins,6983327069,Erikville,
179,,,,,Jason,Jenkins,6983327069,Erikville,
179,,,,,Peter,Mason,3568841899,Lake Karina,
179,,,,,Peter,Mason,3568841899,Lake Karina,
179,,10,,$8.01,Maria,Daniels,,,2022-10-02T13:57:51
180,,10,,$451.11,Michael,Martin,,,2022-09-28T11:33:37
180,119,,,"$6,628.36",Daniel,Espinoza,4103959049,Port Loriview,2022-10-01 22:19:10
180,119,,,"$6,628.36",Daniel,Espinoza,4103959049,Port Loriview,2022-10-01 22:19:10
180,119,,,"$6,628.36",Jennifer,Brown,5937821355,Melissafurt,2022-10-01 22:19:10
180,119,,,"$6,628.36",Jennifer,Brown,5937821355,Melissafurt,2022-10-01 22:19:10
181,,,,,Deborah,Simmons,6226927777,Melissafurt,
181,,,,,Deborah,Simmons,6226927777,Melissafurt,
182,,,,,Jessica,Matthews,1800960645,New Marthaborough,
182,,,,,Jessica,Matthews,1800960645,New Marthaborough,
182,,,,,Michael,Willis,9008065462,Lake Karina,
182,,,,,Michael,Willis,9008065462,Lake Karina,
182,,,,,Sean,Walsh,5457725098,Lake Karina,
182,,,,,Sean,Walsh,5457725098,Lake Karina,
183,,,,,Cody,Hughes,9487119833,Michelleburgh,
183,,,,,Cody,Hughes,9487119833,Michelleburgh,
183,,,,,Gabriel,Mccarthy,3367046143,Michelleburgh,
183,,,,,Gabriel,Mccarthy,3367046143,Michelleburgh,
184,267,,,"$3,476.27",,,,,2022-10-03 00:21:07
186,,,,,David,Moody,8086519280,Hicksview,
186,,,,,David,Moody,8086519280,Hicksview,
186,,,,,Lori,Walters,4006118735,Erikville,
186,,,,,Lori,Walters,4006118735,Erikville,
187,,,,,Thomas,Harris,2375076565,Grahamstad,
187,,,,,Thomas,Harris,2375076565,Grahamstad,
181,,18,,$8.31,Daniel,Weaver,,,2022-09-30T23:18:39
182,,,0,$3.97,Lisa,Valdez,,,2022-10-03T10:02:13
188,134,,,"$33,515.66",Patrick,Gardner,8912020643,Allenton,2022-10-03 06:58:07
